,PrecioActual,metros,habitaciones,ascensor,localizacion,plantaN,zona_id,tipo_inmueble_id
619,237500,142,3.0,0,1,1.0,14,5
620,520000,45,1.0,1,1,4.0,12,5
621,2200000,510,6.0,0,1,0.0,12,1
622,350000,64,3.0,1,1,4.0,15,5
623,990000,146,3.0,1,1,6.0,15,5
624,194900,30,1.0,0,0,3.0,5,5
625,1450000,170,2.0,1,1,3.0,3,5
627,459900,90,3.0,1,1,2.0,8,5
628,560000,77,1.0,1,1,7.0,1,6
629,1339000,134,2.0,1,1,3.0,3,5
630,1364900,103,2.0,1,0,6.0,3,5
631,143000,48,2.0,1,0,5.0,14,5
632,97920,50,2.0,0,1,0.0,16,5
633,125000,42,1.0,0,1,0.0,13,5
634,1355000,151,2.0,1,1,2.0,5,5
635,650000,87,2.0,1,1,1.0,17,5
638,288000,90,2.0,0,1,0.0,11,5
639,175000,65,2.0,1,1,4.0,14,5
640,545000,78,3.0,1,1,6.0,12,5
641,397340,68,2.0,0,1,1.0,20,5
642,175000,75,3.0,0,1,4.0,4,5
643,220000,63,2.0,1,1,0.0,4,5
644,1100000,92,2.0,1,1,5.0,7,5
645,149900,45,2.0,0,1,2.0,14,5
646,458000,105,3.0,1,1,5.0,19,5
648,280000,40,1.0,0,1,2.0,5,5
649,475000,114,4.0,1,1,3.0,16,5
650,833000,110,2.0,1,1,0.0,8,5
651,649000,127,2.0,1,1,0.5,6,5
652,1260000,150,3.0,1,1,1.0,5,5
653,381500,87,2.0,1,1,4.0,4,3
654,975000,166,3.0,1,1,1.0,5,5
655,1350000,150,3.0,1,1,4.0,6,5
656,513000,118,3.0,1,1,6.0,9,5
657,305000,80,3.0,1,1,3.0,18,5
658,460000,75,2.0,1,1,5.0,16,6
659,281000,52,2.0,1,0,-1.0,12,5
660,1980000,283,2.0,1,1,2.0,5,5
661,4745000,315,4.0,1,1,3.0,3,5
662,885000,108,3.0,1,1,5.0,7,5
663,385000,57,2.0,1,0,0.0,3,5
664,1450000,243,5.0,1,1,4.0,7,5
665,1200000,150,3.0,0,1,0.0,12,1
666,400000,48,1.0,1,1,4.0,3,5
667,810000,130,2.0,1,0,4.0,15,5
668,244500,51,2.0,0,1,1.0,20,3
669,1900000,199,5.0,1,1,6.0,3,5
670,995000,85,2.0,1,1,-1.0,3,5
671,1650000,127,2.0,1,1,5.0,7,5
672,785000,214,5.0,1,1,2.0,9,5
673,627000,75,2.0,1,1,4.0,7,5
674,725000,113,3.0,0,1,5.0,5,5
676,1850000,236,4.0,1,1,7.0,6,5
677,340000,71,2.0,1,1,2.0,13,5
679,163000,90,2.0,0,1,4.0,4,5
680,370000,70,2.0,0,0,2.0,17,3
681,3700000,562,6.0,0,1,0.0,12,2
682,375000,63,1.0,1,0,7.0,1,5
683,280000,36,1.0,1,0,3.0,1,5
684,250000,60,2.0,1,0,-1.0,3,5
685,290000,42,2.0,0,1,4.0,15,5
686,260000,40,1.0,0,0,4.0,3,5
687,890000,190,4.0,1,1,9.0,8,5
688,170000,55,2.0,0,0,0.0,14,5
689,590000,90,2.0,0,1,3.0,6,6
690,320000,97,3.0,1,0,1.0,16,5
691,33500,51,1.0,0,1,0.0,14,5
692,585000,124,4.0,1,1,9.0,9,3
693,1690000,185,4.0,1,1,2.0,7,5
694,1329000,114,2.0,1,1,1.0,3,5
695,795000,140,3.0,1,1,3.0,17,3
696,270000,55,2.0,1,0,0.0,5,5
697,1028500,146,3.0,1,1,2.0,10,5
698,664000,107,2.0,1,1,1.0,8,5
700,450000,110,3.0,0,0,1.0,5,5
701,889000,94,3.0,1,0,4.0,3,5
702,369000,87,3.0,0,1,2.0,8,5
703,549000,71,1.0,1,1,4.0,5,5
704,117000,39,1.0,0,1,2.0,14,5
705,2469000,271,4.0,1,1,1.0,3,5
706,840000,125,2.0,1,1,6.0,17,5
707,720000,94,2.0,1,1,1.0,7,5
708,1087000,175,3.0,1,1,5.0,9,3
709,1277000,154,4.0,1,1,2.0,5,5
712,430000,75,2.0,1,1,1.0,1,5
713,1540000,200,3.0,1,1,9.0,17,5
714,1150000,140,3.0,1,1,4.0,3,5
715,525000,44,1.0,1,1,3.0,3,5
716,860000,133,3.0,1,1,5.0,5,5
717,685000,81,2.0,1,0,1.0,3,5
718,850000,105,2.0,1,1,4.0,5,5
719,3050000,247,3.0,1,1,2.0,7,5
720,255000,77,2.0,1,1,0.0,8,5
721,190000,60,2.0,0,1,3.0,14,5
722,339754,74,1.0,0,1,2.0,5,5
723,986210,104,2.0,1,1,9.0,7,5
724,720000,320,8.0,1,1,0.0,10,5
725,1550000,283,4.0,1,1,3.0,7,5
726,830000,81,1.0,1,1,1.0,3,5
727,750000,120,4.0,1,1,5.0,10,5
728,1495000,223,5.0,1,1,4.0,6,5
729,1195000,167,4.0,1,1,3.0,17,5
730,540000,59,2.0,1,0,3.0,3,5
731,1789000,152,2.0,1,0,2.0,3,5
732,980000,140,3.0,1,1,4.0,3,5
733,1830000,219,6.0,1,1,7.0,7,6
734,1329000,135,2.0,0,1,1.0,3,5
735,276500,86,3.0,1,1,2.0,1,5
736,540000,96,2.0,1,1,3.0,10,5
737,340000,118,3.0,1,1,6.0,16,5
738,421000,121,3.0,1,1,1.0,11,5
739,2350000,183,3.0,1,1,1.0,3,5
740,3800000,601,6.0,0,1,0.0,10,1
741,2557000,131,5.0,1,1,1.0,7,5
742,1110000,84,2.0,1,1,1.0,5,5
743,390000,70,2.0,1,1,2.0,9,5
744,190000,243,1.0,0,1,0.0,9,2
746,3400000,183,3.0,1,1,1.0,3,5
749,1595000,360,5.0,0,1,0.0,10,2
750,269000,72,2.0,1,1,0.0,11,5
751,179000,67,1.0,1,1,7.0,14,5
753,174900,72,2.0,0,1,2.0,4,5
754,70600,70,2.0,0,1,4.0,16,5
755,375000,42,2.0,0,1,0.0,12,2
756,1789000,152,2.0,1,0,2.0,3,5
757,550000,179,3.0,1,1,6.0,11,6
758,2250000,182,3.0,1,1,1.0,5,5
759,710000,80,3.0,1,1,2.0,5,5
760,355000,54,1.0,1,1,3.0,16,5
761,1500000,400,9.0,0,1,0.0,12,1
762,1890000,385,5.0,0,1,0.0,10,2
763,69600,54,3.0,0,1,1.0,21,5
764,550000,78,1.0,1,1,1.0,8,5
765,830000,117,2.0,1,1,3.0,1,5
766,920000,247,4.0,0,1,0.0,2,1
768,380000,67,1.0,1,1,1.0,15,5
769,950000,103,2.0,1,1,3.0,7,5
770,1119000,139,3.0,1,1,2.0,5,5
771,995000,209,3.0,1,1,5.0,8,5
772,4750000,411,4.0,1,1,1.0,3,5
773,1870000,115,2.0,1,1,7.0,3,6
774,590000,136,3.0,1,1,1.0,11,5
775,138000,70,2.0,0,1,3.0,14,5
776,1000000,80,2.0,1,1,5.0,7,5
777,480000,76,2.0,0,1,0.0,5,5
778,550000,87,3.0,1,1,13.0,10,5
779,1789000,110,2.0,1,0,2.0,3,5
780,277000,97,3.0,0,1,0.5,4,5
781,875000,89,2.0,1,1,0.5,5,5
782,2650000,193,3.0,1,1,1.0,5,5
783,730000,190,4.0,1,1,5.0,10,5
784,1490000,140,3.0,1,1,3.0,3,5
785,730000,132,4.0,1,1,5.0,10,5
786,780000,119,3.0,1,1,3.0,5,5
788,659900,110,3.0,1,1,5.0,16,6
789,720000,126,5.0,0,1,3.0,5,5
790,260000,80,3.0,0,1,3.0,13,5
792,494330,55,1.0,1,1,3.0,12,5
793,800000,100,2.0,0,1,-1.0,5,5
794,1490000,141,3.0,1,1,1.0,3,5
795,199999,41,1.0,1,1,0.0,1,5
796,740000,138,3.0,0,1,1.0,5,5
797,151900,43,2.0,0,1,0.0,5,5
798,841000,92,2.0,1,1,0.0,8,5
799,174000,102,4.0,1,1,1.0,11,5
800,1789000,152,2.0,1,0,2.0,3,5
801,339000,59,2.0,1,0,1.0,5,5
802,286000,43,1.0,1,0,0.0,5,5
803,539800,154,3.0,1,1,1.0,8,5
804,1200000,193,5.0,1,1,2.0,8,5
805,350000,85,3.0,1,1,0.5,11,3
806,1270000,81,2.0,1,1,0.0,15,3
807,1023740,126,2.0,1,1,9.0,7,6
808,400000,125,3.0,1,1,3.0,13,3
809,370000,80,2.0,1,1,3.0,17,6
810,350000,46,2.0,1,0,2.0,12,5
811,1098000,116,3.0,1,1,5.0,3,5
812,435000,47,1.0,1,0,2.0,3,5
813,889000,87,3.0,0,1,2.0,5,5
814,3800000,391,4.0,0,1,0.0,6,1
815,230000,83,3.0,0,1,1.0,9,5
816,279000,64,1.0,1,1,2.0,16,5
817,810000,77,2.0,1,1,4.0,7,6
818,180000,45,1.0,0,0,1.0,17,5
819,199000,55,1.0,1,1,1.0,21,5
820,1900000,217,4.0,1,1,6.0,3,5
821,1164900,239,4.0,0,1,0.0,16,2
822,169000,26,1.0,0,0,0.0,5,3
823,1099000,122,4.0,1,1,8.0,6,5
824,229000,120,4.0,0,1,0.0,10,5
825,273000,57,2.0,0,1,3.0,8,5
826,466000,64,2.0,1,1,3.0,3,5
828,3300000,245,3.0,1,1,3.0,3,5
829,3120000,275,3.0,1,1,1.0,15,5
830,1329000,126,2.0,1,0,4.0,3,5
831,217000,61,1.0,1,1,0.0,1,5
832,169000,60,1.0,0,1,1.0,4,5
833,390000,191,4.0,1,1,3.0,21,3
834,1399000,131,2.0,1,1,1.0,3,5
835,1550000,283,5.0,1,1,3.0,7,5
836,1700000,141,3.0,1,1,2.0,3,5
837,240000,54,2.0,1,1,0.0,9,5
838,1272000,225,5.0,1,0,1.0,5,5
839,989000,112,3.0,1,1,2.0,5,5
840,159900,66,3.0,0,1,0.0,14,5
841,1295000,160,4.0,0,1,0.0,6,2
842,1795000,438,5.0,0,1,0.0,10,2
843,450000,105,1.0,1,1,1.0,14,5
844,1690000,185,3.0,1,1,2.0,7,5
845,535000,112,4.0,1,1,0.5,5,5
846,920000,104,3.0,1,1,4.0,5,5
848,285000,61,2.0,1,1,2.0,8,5
849,266500,97,3.0,1,1,2.0,13,5
850,990000,120,3.0,1,1,7.0,6,5
851,735000,120,3.0,1,1,3.0,10,5
852,60600,43,2.0,0,1,1.0,4,5
853,525000,70,2.0,1,1,4.0,7,5
854,1700000,200,3.0,1,1,3.0,6,5
855,890000,105,3.0,1,1,7.0,7,6
857,860000,124,2.0,1,0,2.0,3,5
858,1700000,199,4.0,1,1,7.0,15,5
859,349000,66,1.0,1,1,0.0,8,5
861,370000,45,2.0,0,1,3.0,5,5
862,178500,84,3.0,0,1,1.0,14,5
863,310000,85,3.0,1,1,3.0,4,5
864,530000,122,3.0,1,1,5.0,17,5
865,1680000,194,3.0,1,0,0.5,3,5
866,228000,83,3.0,0,1,2.0,11,5
867,797000,90,2.0,1,1,1.0,8,5
868,289650,117,3.0,1,1,4.0,21,5
869,145000,69,3.0,0,1,4.0,14,5
870,2685000,240,3.0,1,1,3.0,3,5
871,360000,131,3.0,1,1,1.0,4,5
872,1225000,193,4.0,1,0,0.0,7,5
873,75000,28,1.0,0,1,0.0,14,5
874,3650000,420,6.0,1,1,5.0,3,5
875,1235000,130,3.0,1,1,2.0,3,5
876,700000,64,2.0,1,0,6.0,3,5
877,90000,60,3.0,0,1,3.0,14,5
878,850000,78,2.0,1,1,6.0,3,6
879,89000,44,2.0,0,1,0.0,14,5
881,235000,70,3.0,0,1,2.0,8,5
882,919000,90,3.0,1,1,1.0,5,5
883,1250000,135,3.0,1,1,7.0,7,6
884,490000,100,4.0,1,1,6.0,16,6
885,725000,86,3.0,1,1,1.0,5,5
886,719000,60,2.0,1,0,3.0,3,5
887,78700,52,1.0,0,1,1.0,14,5
888,280000,70,2.0,1,1,1.0,17,5
889,214000,66,2.0,1,1,1.0,14,5
890,360000,116,3.0,1,1,2.0,3,5
891,205000,38,1.0,1,0,-1.0,5,5
892,160000,16,1.0,1,0,4.0,5,5
893,175000,58,4.0,0,1,0.0,21,5
894,515000,97,3.0,1,1,4.0,1,5
895,959000,104,3.0,1,0,0.0,15,5
896,1909000,220,3.0,1,0,2.0,3,5
897,172000,42,1.0,1,1,0.0,16,5
898,5050000,304,4.0,1,1,1.0,3,5
899,290000,70,3.0,1,1,4.0,4,5
900,348000,88,2.0,1,1,2.0,20,5
901,1450000,122,3.0,1,1,2.0,3,5
902,254999,79,2.0,0,1,0.0,4,5
903,238000,83,3.0,0,1,5.0,10,5
904,1500000,283,6.0,1,1,3.0,7,5
905,349000,84,3.0,1,1,1.0,11,5
906,2475000,300,3.0,0,1,0.0,6,1
907,240000,60,3.0,1,1,3.0,8,5
908,355000,101,4.0,1,1,11.0,14,5
909,390000,50,1.0,1,1,3.0,6,5
910,4500000,312,4.0,1,1,4.0,3,5
911,115000,82,3.0,0,1,4.0,16,5
912,299000,45,1.0,0,0,0.0,5,5
913,350000,60,1.0,0,0,5.0,5,5
914,2469000,271,4.0,1,1,1.0,3,5
916,890000,170,3.0,1,1,3.0,8,6
917,1025000,200,4.0,1,1,3.0,5,5
918,595000,76,1.0,1,1,1.0,3,5
919,550000,108,2.0,1,1,2.0,8,5
920,250000,73,2.0,0,1,4.0,4,5
921,132500,90,2.0,0,1,0.0,4,5
922,425000,77,3.0,1,0,4.0,5,6
923,375000,52,2.0,1,1,0.0,3,5
924,320000,70,3.0,0,1,0.0,1,2
925,989000,134,3.0,0,1,2.0,5,5
926,790000,136,4.0,1,1,2.0,1,5
927,700128,112,3.0,1,1,2.0,12,3
928,1110000,148,2.0,1,1,4.0,6,5
929,1975000,305,5.0,1,1,8.0,7,5
930,274000,50,1.0,1,1,0.0,1,5
931,275000,86,2.0,1,1,1.0,14,5
932,1750000,300,5.0,1,1,1.0,5,5
933,260000,57,1.0,0,1,1.0,17,5
934,725000,200,4.0,1,1,3.0,16,3
935,299000,98,3.0,1,1,7.0,18,5
936,165000,50,2.0,0,1,0.0,4,5
937,1679000,133,2.0,1,1,4.0,15,5
938,350000,88,3.0,1,1,3.0,10,5
939,320000,60,2.0,0,1,-1.0,3,5
940,300000,77,3.0,0,1,3.0,4,5
941,959000,91,3.0,1,0,0.0,15,5
942,299000,54,2.0,0,0,1.0,5,5
943,3690000,310,4.0,1,1,6.0,3,5
944,229000,105,2.0,0,1,0.0,10,5
945,338000,85,3.0,1,1,3.0,14,6
946,324000,88,3.0,1,1,7.0,20,5
947,990000,125,3.0,1,1,0.5,3,5
948,906808,285,4.0,0,1,0.0,12,2
949,369000,46,1.0,1,1,0.5,12,5
950,1349000,120,2.0,1,0,1.0,3,5
951,139000,65,1.0,0,0,1.0,4,5
952,1465000,133,3.0,1,1,2.0,7,5
953,205000,70,2.0,0,1,2.0,4,5
954,311000,90,3.0,0,0,2.0,18,5
955,450000,90,1.0,0,1,0.0,15,5
956,1450000,187,3.0,1,1,5.0,5,5
957,725000,130,4.0,1,1,7.0,9,5
958,959000,142,2.0,0,1,1.0,5,5
959,345000,90,4.0,0,1,2.0,4,5
960,650000,65,2.0,1,0,3.0,3,5
961,115600,80,3.0,0,1,1.0,11,5
963,205000,77,2.0,0,1,2.0,4,5
964,3050000,236,5.0,1,1,1.0,7,5
965,530000,91,2.0,1,1,2.0,2,5
966,3500000,310,5.0,1,1,1.0,6,5
967,880000,184,5.0,1,1,2.0,12,5
968,1450000,243,5.0,1,1,4.0,7,5
969,265000,65,1.0,1,1,2.0,16,5
970,340000,120,2.0,1,1,1.0,16,3
971,500000,52,2.0,0,1,4.0,5,5
973,330000,56,2.0,0,1,0.0,5,3
974,865000,119,3.0,1,1,6.0,7,5
975,827000,149,3.0,1,1,4.0,10,5
976,384000,59,1.0,1,1,1.0,8,5
977,580000,106,3.0,1,1,6.0,15,5
978,49900,61,2.0,0,1,1.0,21,5
979,2000000,191,3.0,1,1,0.0,3,5
980,415000,50,1.0,1,1,5.0,12,5
981,85000,50,1.0,0,0,5.0,8,5
982,2300000,264,6.0,1,1,4.0,5,5
983,136000,48,2.0,0,0,0.0,17,5
984,207000,46,1.0,1,1,0.0,1,5
985,1020000,136,2.0,1,1,0.0,3,5
987,412000,73,2.0,1,1,1.0,10,5
988,849000,150,3.0,1,1,0.0,7,5
989,506000,61,1.0,1,1,2.0,9,5
990,150000,73,3.0,0,1,0.0,14,5
991,900000,96,3.0,1,0,6.0,3,5
992,422100,108,3.0,1,1,1.0,14,5
993,219000,77,1.0,0,1,2.0,14,6
994,239000,80,3.0,0,1,2.0,14,5
995,4500000,407,5.0,1,1,2.0,15,5
996,218000,70,3.0,0,1,3.0,19,5
997,5850000,323,3.0,1,1,4.0,3,5
999,1248000,196,3.0,1,1,2.0,5,5
1000,263200,79,1.0,0,1,1.0,3,5
1001,186000,52,3.0,0,0,2.0,14,5
1002,204000,48,3.0,0,1,1.0,17,5
1003,205000,33,1.0,0,0,1.0,17,5
1004,1479000,136,3.0,1,1,2.0,3,5
1005,240000,50,1.0,0,1,1.0,11,5
1006,3800000,310,4.0,1,1,5.0,3,5
1007,320000,70,3.0,0,1,4.0,5,3
1008,287000,73,3.0,0,0,2.0,21,5
1009,280000,70,3.0,0,1,1.0,8,5
1010,540000,48,2.0,1,1,1.0,15,5
1012,429000,47,1.0,1,1,3.0,8,5
1013,245000,70,3.0,0,1,1.0,11,5
1014,225000,55,3.0,0,1,1.0,18,5
1015,190000,50,2.0,0,1,0.0,17,3
1016,497000,70,1.0,1,1,1.0,12,5
1018,410000,146,4.0,1,1,3.0,4,5
1019,1700000,179,7.0,1,1,1.0,5,5
1020,485000,83,3.0,0,0,4.0,5,5
1021,490000,69,2.0,1,0,2.0,3,5
1022,340000,80,2.0,0,0,1.0,5,5
1023,880000,140,3.0,1,1,2.0,12,5
1024,580000,94,3.0,1,1,6.0,5,5
1025,280000,53,2.0,1,1,4.0,9,5
1026,335000,85,2.0,1,1,5.0,8,5
1027,790000,137,3.0,1,1,12.0,9,5
1028,73000,17,1.0,0,1,0.0,14,5
1029,395000,67,2.0,0,1,0.0,8,5
1030,340000,59,1.0,1,1,4.0,1,5
1031,445000,68,2.0,1,1,0.0,8,3
1032,94200,69,3.0,0,1,1.0,18,5
1033,1750000,220,3.0,1,1,7.0,3,6
1034,375000,120,3.0,1,1,0.0,4,5
1036,399000,78,1.0,1,1,0.0,10,5
1037,295000,94,3.0,1,1,8.0,4,5
1040,724900,102,2.0,1,1,2.0,12,3
1041,2395000,247,3.0,0,1,0.0,6,1
1043,2500000,220,4.0,1,1,4.0,7,5
1044,875000,155,3.0,1,1,6.0,15,5
1045,1200000,133,3.0,0,0,1.0,3,5
1046,1679000,126,2.0,1,1,4.0,15,5
1047,959000,104,3.0,1,0,0.0,15,5
1048,590000,94,3.0,1,1,7.0,1,5
1049,525000,105,3.0,1,1,7.0,15,5
1050,1364000,103,2.0,1,1,6.0,3,5
1051,830000,142,3.0,1,1,2.0,9,5
1052,570000,87,1.0,1,1,6.0,1,6
1053,295000,30,1.0,1,0,3.0,7,5
1054,160000,35,3.0,0,1,0.0,5,5
1055,550000,84,2.0,1,1,2.0,10,5
1056,720000,121,5.0,0,1,3.0,5,5
1057,2300000,256,5.0,1,1,6.0,6,5
1059,1360000,138,3.0,1,1,1.0,3,5
1060,4800000,620,6.0,1,1,6.0,7,5
1061,169900,60,2.0,0,1,0.0,21,5
1062,315000,31,1.0,1,0,7.0,3,5
1063,580000,170,3.0,1,1,3.0,16,3
1064,1399000,131,2.0,1,1,1.0,3,5
1065,890000,107,2.0,1,1,1.0,15,5
1066,950000,190,3.0,1,1,1.0,17,5
1067,1200000,115,3.0,1,1,3.0,7,5
1068,520000,84,2.0,1,0,1.0,3,5
1069,4850000,353,3.0,1,1,2.0,3,5
1070,880000,107,3.0,1,1,0.0,16,5
1071,279000,129,2.0,1,1,1.0,20,5
1072,375000,95,3.0,0,1,0.0,18,2
1073,140000,68,2.0,0,1,1.0,4,5
1074,3500000,175,3.0,1,1,6.0,3,6
1075,849000,83,2.0,1,1,6.0,3,5
1076,800000,131,2.0,1,1,0.0,9,5
1077,1880000,206,6.0,1,1,4.0,5,5
1078,265000,69,3.0,0,1,4.0,12,5
1080,1079000,128,3.0,1,1,2.0,5,5
1081,848000,97,2.0,1,1,4.0,15,5
1082,1350000,109,3.0,1,1,3.0,3,5
1083,995000,212,6.0,1,1,2.0,7,5
1084,225000,36,1.0,0,0,5.0,5,5
1085,2590000,366,4.0,1,1,9.0,6,5
1086,193200,69,3.0,0,1,1.0,4,5
1087,749000,80,1.0,1,1,4.0,5,3
1088,255000,45,1.0,0,1,2.0,5,5
1089,1590000,586,5.0,0,1,0.0,4,1
1090,1500000,235,4.0,1,1,6.0,7,6
1091,87410,50,2.0,0,1,3.0,14,5
1093,2600000,210,4.0,1,1,3.0,3,5
1095,1349000,120,2.0,1,0,1.0,3,3
1096,525000,82,3.0,1,0,3.0,3,5
1097,290000,42,1.0,1,1,1.0,15,5
1098,450000,65,2.0,1,1,1.0,15,5
1099,500000,130,3.0,1,1,3.0,20,6
1100,425000,60,1.0,1,1,4.0,5,3
1101,1389670,162,3.0,1,1,1.0,7,5
1102,360000,106,4.0,1,1,5.0,4,5
1103,799000,66,2.0,1,1,4.0,5,5
1104,450000,79,2.0,1,1,1.0,17,5
1105,829000,76,2.0,0,1,1.0,3,5
1106,550000,140,3.0,1,1,2.0,16,5
1107,467900,119,3.0,1,1,1.0,20,5
1108,1579000,245,4.0,1,1,6.0,17,5
1109,275000,72,1.0,1,1,3.0,20,5
1110,650000,119,2.0,0,1,2.0,5,5
1111,710000,110,3.0,1,1,2.0,6,5
1112,180000,58,2.0,0,1,0.0,14,5
1113,1730000,290,4.0,0,1,0.0,10,2
1114,175000,24,1.0,0,1,2.0,5,5
1115,1700000,205,5.0,1,1,5.0,3,5
1116,255000,29,1.0,0,0,1.0,5,5
1117,2390000,225,4.0,1,1,5.0,3,5
1118,3250000,340,5.0,1,1,13.0,6,5
1119,2590000,366,6.0,1,1,9.0,6,5
1120,220000,77,3.0,0,1,2.0,14,5
1121,2000000,450,5.0,1,1,1.0,5,5
1122,220000,35,1.0,1,0,2.0,1,5
1123,305000,56,1.0,1,0,2.0,18,5
1124,2950000,366,5.0,0,1,0.0,6,2
1125,1800000,268,5.0,1,1,2.0,6,5
1126,170000,62,3.0,1,1,1.0,14,5
1127,642390,141,1.0,1,1,0.0,12,5
1128,680000,115,5.0,1,1,1.0,12,5
1129,145000,55,2.0,0,1,2.0,16,5
1130,450000,67,1.0,1,1,6.0,17,5
1132,390000,55,1.0,1,1,3.0,10,5
1133,1510000,205,4.0,1,1,9.0,15,5
1134,235750,74,2.0,1,1,0.0,18,5
1135,152999,58,3.0,0,1,1.0,16,5
1136,269000,77,3.0,0,1,1.0,8,5
1137,380000,44,1.0,1,1,0.0,15,5
1138,1079000,128,3.0,1,1,2.0,5,5
1139,175000,50,1.0,1,1,6.0,20,5
1140,270000,83,3.0,0,1,2.0,8,5
1141,2500000,180,4.0,0,1,1.0,5,5
1143,927033,291,4.0,0,1,0.0,12,2
1144,236715,90,2.0,1,1,2.0,19,5
1145,110200,64,3.0,0,1,1.0,4,5
1146,345000,90,4.0,0,1,2.0,4,5
1147,235000,50,2.0,0,1,2.0,11,5
1148,176000,97,3.0,0,1,4.0,11,5
1150,725000,97,3.0,0,1,5.0,5,5
1151,295000,92,4.0,1,1,0.0,4,5
1152,1790000,180,5.0,1,1,4.0,7,5
1153,850000,121,2.0,1,1,4.0,5,6
1154,919900,184,5.0,1,1,3.0,17,5
1155,195351,84,2.0,1,1,1.0,20,5
1156,4550000,290,4.0,1,1,5.0,3,5
1157,264000,77,3.0,0,1,1.0,8,5
1158,1723150,190,2.0,1,1,3.0,6,3
1159,425000,80,3.0,1,1,4.0,10,5
1160,220000,30,1.0,0,0,0.0,1,5
1161,200000,73,3.0,1,1,1.0,18,5
1162,889000,117,3.0,1,1,2.0,5,5
1163,700000,117,3.0,0,0,1.0,15,5
1164,432500,117,3.0,1,0,2.0,19,5
1165,425000,65,2.0,0,1,3.0,17,5
1166,925000,152,3.0,1,1,2.0,10,5
1167,1550000,156,3.0,1,0,9.0,15,6
1168,289900,77,3.0,0,1,1.0,18,5
1169,1249000,140,3.0,1,1,6.0,7,6
1170,253800,53,1.0,0,1,1.0,8,5
1171,279900,80,3.0,0,1,0.0,17,3
1172,458000,90,2.0,1,1,2.0,18,5
1173,1890000,142,3.0,1,1,3.0,3,5
1174,193000,50,2.0,0,1,1.0,9,5
1175,265000,68,2.0,0,1,1.0,12,5
1176,157000,134,4.0,0,1,1.0,18,5
1177,959000,91,3.0,1,0,0.0,15,5
1178,829000,76,2.0,0,0,1.0,3,5
1180,620000,140,5.0,1,1,15.0,9,5
1181,2469000,271,4.0,1,1,1.0,3,5
1182,155000,65,2.0,0,1,0.0,14,5
1183,1339000,134,2.0,1,1,3.0,3,5
1184,215000,76,3.0,0,1,3.0,14,5
1185,240000,92,3.0,1,1,-1.0,15,5
1186,2000000,462,6.0,1,1,1.0,5,5
1187,212000,64,2.0,0,1,2.0,4,5
1188,1329000,135,2.0,1,1,1.0,3,5
1189,460000,71,3.0,1,1,1.0,15,5
1190,1675000,184,3.0,1,1,1.0,3,5
1191,1390000,141,3.0,1,1,3.0,3,5
1192,90500,88,3.0,0,1,1.0,18,5
1193,151900,43,2.0,0,1,1.0,5,5
1194,545000,98,3.0,1,1,3.0,8,5
1195,1645000,492,5.0,0,1,0.0,9,1
1196,575000,117,3.0,1,1,2.0,10,5
1197,2619000,210,4.0,1,1,4.0,3,5
1198,188000,64,3.0,0,1,0.0,4,5
1199,300000,81,2.0,0,1,2.0,16,5
1200,1238552,165,4.0,1,1,1.0,8,5
1201,778000,145,3.0,1,1,9.0,9,5
1202,500000,120,4.0,0,1,0.0,16,2
1203,789000,100,3.0,1,1,1.0,5,5
1204,190000,33,1.0,0,1,5.0,5,5
1205,254900,40,1.0,1,1,3.0,17,5
1206,880000,190,5.0,1,1,1.0,6,5
1207,999000,98,2.0,1,1,4.0,3,5
1208,478500,115,3.0,1,1,2.0,17,5
1209,240000,95,3.0,0,1,4.0,17,5
1210,1079000,128,3.0,1,1,2.0,5,5
1211,375000,63,2.0,0,0,2.0,12,5
1212,232000,82,3.0,0,1,1.0,13,5
1213,193000,63,3.0,0,1,3.0,4,5
1214,348000,121,3.0,0,1,1.0,8,5
1215,675000,95,2.0,1,0,1.0,5,5
1216,897000,107,3.0,1,1,3.0,3,5
1217,1500000,180,9.0,1,1,2.0,5,5
1218,3250000,400,6.0,0,1,1.0,3,5
1219,700000,126,3.0,1,0,0.0,15,5
1220,85500,61,3.0,0,1,0.0,16,5
1221,1150000,121,3.0,1,1,1.0,5,5
1222,295000,42,1.0,1,0,1.0,5,5
1223,269000,83,3.0,1,1,1.0,16,5
1224,569000,80,3.0,1,1,1.0,6,5
1225,515000,87,2.0,1,1,1.0,6,5
1226,260000,79,4.0,1,1,4.0,11,5
1227,2099000,184,3.0,1,1,6.0,3,5
1228,1295000,125,3.0,1,1,3.0,15,5
1229,590000,82,3.0,1,1,2.0,15,5
1230,730000,135,4.0,1,1,8.0,6,5
1231,250000,80,2.0,1,1,0.0,8,5
1232,111400,77,3.0,1,1,1.0,14,5
1233,650000,131,3.0,1,1,7.0,2,5
1234,175000,63,2.0,1,1,6.0,11,5
1235,230000,40,1.0,1,1,0.5,17,5
1236,829000,76,2.0,0,0,1.0,3,5
1237,152900,73,3.0,0,1,1.0,4,5
1238,950000,75,2.0,1,0,1.0,7,5
1239,252000,55,2.0,0,1,1.0,18,5
1240,1300000,100,2.0,1,1,3.0,3,5
1241,2850000,210,2.0,1,1,2.0,3,5
1242,1045000,86,2.0,1,1,4.0,5,5
1243,1414000,198,4.0,1,1,0.0,9,5
1244,875000,155,4.0,1,1,5.0,15,5
1245,860000,150,4.0,1,1,4.0,6,5
1246,2900000,204,2.0,1,1,1.0,3,5
1247,515000,158,3.0,1,1,8.0,14,6
